KO,L1,level1,L2,level2,L3,pathway,Description
K00070,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00140,Steroid hormone biosynthesis [PATH:ko00140],3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase  [EC:1.1.1.145 5.3.3.1] 
K00071,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00140,Steroid hormone biosynthesis [PATH:ko00140],corticosteroid 11-beta-dehydrogenase isozyme 2  [EC:1.1.1.-] 
K00072,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00790,Folate biosynthesis [PATH:ko00790],sepiapterin reductase  [EC:1.1.1.153] 
K00073,l1_09100,Metabolism,l1_09104,Nucleotide metabolism,map00230,Purine metabolism [PATH:ko00230],ureidoglycolate dehydrogenase (NAD+)  [EC:1.1.1.350] 
K00074,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],3-hydroxybutyryl-CoA dehydrogenase  [EC:1.1.1.157] 
K00074,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00362,Benzoate degradation [PATH:ko00362],3-hydroxybutyryl-CoA dehydrogenase  [EC:1.1.1.157] 
K00074,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00360,Phenylalanine metabolism [PATH:ko00360],3-hydroxybutyryl-CoA dehydrogenase  [EC:1.1.1.157] 
K00075,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00550,Peptidoglycan biosynthesis [PATH:ko00550],UDP-N-acetylmuramate dehydrogenase  [EC:1.3.1.98] 
K00075,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],UDP-N-acetylmuramate dehydrogenase  [EC:1.3.1.98] 
K00076,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00121,Secondary bile acid biosynthesis [PATH:ko00121],7-alpha-hydroxysteroid dehydrogenase  [EC:1.1.1.159] 
K00077,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],2-dehydropantoate 2-reductase  [EC:1.1.1.169] 
K00078,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)  [EC:1.3.1.20 1.1.1.179] 
K00078,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00040,Pentose and glucuronate interconversions [PATH:ko00040],dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)  [EC:1.3.1.20 1.1.1.179] 
K00079,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00790,Folate biosynthesis [PATH:ko00790],carbonyl reductase 1  [EC:1.1.1.184 1.1.1.189 1.1.1.197] 
K00079,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],carbonyl reductase 1  [EC:1.1.1.184 1.1.1.189 1.1.1.197] 
K00079,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00590,Arachidonic acid metabolism [PATH:ko00590],carbonyl reductase 1  [EC:1.1.1.184 1.1.1.189 1.1.1.197] 
K00081,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],carbonyl reductase 2  [EC:1.1.1.184] 
K00081,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00590,Arachidonic acid metabolism [PATH:ko00590],carbonyl reductase 2  [EC:1.1.1.184] 
K00082,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00740,Riboflavin metabolism [PATH:ko00740],5-amino-6-(5-phosphoribosylamino)uracil reductase  [EC:1.1.1.193] 
K00083,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],cinnamyl-alcohol dehydrogenase  [EC:1.1.1.195] 
K00084,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00590,Arachidonic acid metabolism [PATH:ko00590],carbonyl reductase 3  [EC:1.1.1.184] 
K00084,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],carbonyl reductase 3  [EC:1.1.1.184] 
K00086,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00561,Glycerolipid metabolism [PATH:ko00561],"1,3-propanediol dehydrogenase  [EC:1.1.1.202] "
K00086,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],"1,3-propanediol dehydrogenase  [EC:1.1.1.202] "
K00087,l1_09100,Metabolism,l1_09104,Nucleotide metabolism,map00230,Purine metabolism [PATH:ko00230],xanthine dehydrogenase molybdenum-binding subunit  [EC:1.17.1.4] 
K00088,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00983,Drug metabolism - other enzymes [PATH:ko00983],IMP dehydrogenase  [EC:1.1.1.205] 
K00088,l1_09100,Metabolism,l1_09104,Nucleotide metabolism,map00230,Purine metabolism [PATH:ko00230],IMP dehydrogenase  [EC:1.1.1.205] 
K00089,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00140,Steroid hormone biosynthesis [PATH:ko00140],3alpha-hydroxysteroid 3-dehydrogenase  [EC:1.1.1.213 1.1.1.357] 
K00090,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",glyoxylate/hydroxypyruvate/2-ketogluconate reductase  [EC:1.1.1.79 1.1.1.81 1.1.1.215] 
K00090,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],glyoxylate/hydroxypyruvate/2-ketogluconate reductase  [EC:1.1.1.79 1.1.1.81 1.1.1.215] 
K00090,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],glyoxylate/hydroxypyruvate/2-ketogluconate reductase  [EC:1.1.1.79 1.1.1.81 1.1.1.215] 
K00090,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00030,Pentose phosphate pathway [PATH:ko00030],glyoxylate/hydroxypyruvate/2-ketogluconate reductase  [EC:1.1.1.79 1.1.1.81 1.1.1.215] 
K00093,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],methanol dehydrogenase  [EC:1.1.1.244] 
K00094,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00052,Galactose metabolism [PATH:ko00052],galactitol-1-phosphate 5-dehydrogenase  [EC:1.1.1.251] 
K00096,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00564,Glycerophospholipid metabolism [PATH:ko00564],glycerol-1-phosphate dehydrogenase [NAD(P)+]  [EC:1.1.1.261] 
K00097,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00750,Vitamin B6 metabolism [PATH:ko00750],4-hydroxythreonine-4-phosphate dehydrogenase  [EC:1.1.1.262] 
K00099,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],1-deoxy-D-xylulose-5-phosphate reductoisomerase  [EC:1.1.1.267] 
K00100,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],butanol dehydrogenase  [EC:1.1.1.-] 
K00101,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],L-lactate dehydrogenase (cytochrome)  [EC:1.1.2.3] 
K00102,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],D-lactate dehydrogenase (cytochrome)  [EC:1.1.2.4] 
K00103,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],L-gulonolactone oxidase  [EC:1.1.3.8] 
K00104,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],glycolate dehydrogenase FAD-linked subunit  [EC:1.1.99.14] 
K00105,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00564,Glycerophospholipid metabolism [PATH:ko00564],alpha-glycerophosphate oxidase  [EC:1.1.3.21] 
K00106,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00232,Caffeine metabolism [PATH:ko00232],xanthine dehydrogenase/oxidase  [EC:1.17.1.4 1.17.3.2] 
K00106,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00983,Drug metabolism - other enzymes [PATH:ko00983],xanthine dehydrogenase/oxidase  [EC:1.17.1.4 1.17.3.2] 
K00106,l1_09100,Metabolism,l1_09104,Nucleotide metabolism,map00230,Purine metabolism [PATH:ko00230],xanthine dehydrogenase/oxidase  [EC:1.17.1.4 1.17.3.2] 
K00106,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04146,Peroxisome [PATH:ko04146],xanthine dehydrogenase/oxidase  [EC:1.17.1.4 1.17.3.2] 
K00107,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],"D-arabinono-1,4-lactone oxidase  [EC:1.1.3.37] "
K00108,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",choline dehydrogenase  [EC:1.1.99.1] 
K00109,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],2-hydroxyglutarate dehydrogenase  [EC:1.1.99.2] 
K00111,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00564,Glycerophospholipid metabolism [PATH:ko00564],glycerol-3-phosphate dehydrogenase  [EC:1.1.5.3] 
K00112,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00564,Glycerophospholipid metabolism [PATH:ko00564],glycerol-3-phosphate dehydrogenase subunit B  [EC:1.1.5.3] 
K00113,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00564,Glycerophospholipid metabolism [PATH:ko00564],glycerol-3-phosphate dehydrogenase subunit C 
K00114,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],alcohol dehydrogenase (cytochrome c)  [EC:1.1.2.8] 
K00114,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],alcohol dehydrogenase (cytochrome c)  [EC:1.1.2.8] 
K00114,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],alcohol dehydrogenase (cytochrome c)  [EC:1.1.2.8] 
K00115,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00030,Pentose phosphate pathway [PATH:ko00030],"glucose 1-dehydrogenase (FAD, quinone)  [EC:1.1.5.9] "
K00116,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],malate dehydrogenase (quinone)  [EC:1.1.5.4] 
K00116,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],malate dehydrogenase (quinone)  [EC:1.1.5.4] 
K00117,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00030,Pentose phosphate pathway [PATH:ko00030],quinoprotein glucose dehydrogenase  [EC:1.1.5.2] 
K00120,l1_09100,Metabolism,l2_09103,Lipid metabolism,map00074,Mycolic acid biosynthesis,F420-dependent hydroxymycolic acid dehydrogenase  [EC:1.1.98.-] 
K00121,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00071,Fatty acid degradation [PATH:ko00071],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00982,Drug metabolism - cytochrome P450 [PATH:ko00982],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00830,Retinol metabolism [PATH:ko00830],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00626,Naphthalene degradation [PATH:ko00626],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00121,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00350,Tyrosine metabolism [PATH:ko00350],S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase  [EC:1.1.1.284 1.1.1.1] 
K00122,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formate dehydrogenase  [EC:1.17.1.9] 
K00122,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],formate dehydrogenase  [EC:1.17.1.9] 
K00123,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],formate dehydrogenase major subunit  [EC:1.17.1.9] 
K00123,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formate dehydrogenase major subunit  [EC:1.17.1.9] 
K00124,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],formate dehydrogenase iron-sulfur subunit 
K00124,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formate dehydrogenase iron-sulfur subunit 
K00125,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formate dehydrogenase (coenzyme F420) beta subunit  [EC:1.17.98.3 1.8.98.6] 
K00126,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formate dehydrogenase subunit delta  [EC:1.17.1.9] 
K00126,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],formate dehydrogenase subunit delta  [EC:1.17.1.9] 
K00127,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],formate dehydrogenase subunit gamma 
K00127,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formate dehydrogenase subunit gamma 
K00128,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00561,Glycerolipid metabolism [PATH:ko00561],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00410,beta-Alanine metabolism [PATH:ko00410],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00340,Histidine metabolism [PATH:ko00340],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00310,Lysine degradation [PATH:ko00310],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00903,Limonene degradation [PATH:ko00903],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00071,Fatty acid degradation [PATH:ko00071],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00981,,aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00380,Tryptophan metabolism [PATH:ko00380],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00128,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00330,Arginine and proline metabolism [PATH:ko00330],aldehyde dehydrogenase (NAD+)  [EC:1.2.1.3] 
K00129,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00982,Drug metabolism - cytochrome P450 [PATH:ko00982],aldehyde dehydrogenase (NAD(P)+)  [EC:1.2.1.5] 
K00129,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00340,Histidine metabolism [PATH:ko00340],aldehyde dehydrogenase (NAD(P)+)  [EC:1.2.1.5] 
K00129,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],aldehyde dehydrogenase (NAD(P)+)  [EC:1.2.1.5] 
K00129,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00360,Phenylalanine metabolism [PATH:ko00360],aldehyde dehydrogenase (NAD(P)+)  [EC:1.2.1.5] 
K00129,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00410,beta-Alanine metabolism [PATH:ko00410],aldehyde dehydrogenase (NAD(P)+)  [EC:1.2.1.5] 
K00129,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],aldehyde dehydrogenase (NAD(P)+)  [EC:1.2.1.5] 
K00129,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00350,Tyrosine metabolism [PATH:ko00350],aldehyde dehydrogenase (NAD(P)+)  [EC:1.2.1.5] 
K00130,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",betaine-aldehyde dehydrogenase  [EC:1.2.1.8] 
K00131,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00030,Pentose phosphate pathway [PATH:ko00030],glyceraldehyde-3-phosphate dehydrogenase (NADP+)  [EC:1.2.1.9] 
K00131,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],glyceraldehyde-3-phosphate dehydrogenase (NADP+)  [EC:1.2.1.9] 
K00132,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],acetaldehyde dehydrogenase (acetylating)  [EC:1.2.1.10] 
K00132,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],acetaldehyde dehydrogenase (acetylating)  [EC:1.2.1.10] 
K00133,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00300,Lysine biosynthesis [PATH:ko00300],aspartate-semialdehyde dehydrogenase  [EC:1.2.1.11] 
K00133,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00270,Cysteine and methionine metabolism [PATH:ko00270],aspartate-semialdehyde dehydrogenase  [EC:1.2.1.11] 
K00133,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",aspartate-semialdehyde dehydrogenase  [EC:1.2.1.11] 
K00133,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00261,Monobactam biosynthesis [PATH:ko00261],aspartate-semialdehyde dehydrogenase  [EC:1.2.1.11] 
K00134,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04066,HIF-1 signaling pathway [PATH:ko04066],glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)  [EC:1.2.1.12] 
K00134,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)  [EC:1.2.1.12] 
K00134,l1_09100,Metabolism,l1_09102,Energy metabolism,map00710,Carbon fixation in photosynthetic organisms [PATH:ko00710],glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)  [EC:1.2.1.12] 
K00135,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase  [EC:1.2.1.16 1.2.1.79 1.2.1.20] 
K00135,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00310,Lysine degradation [PATH:ko00310],succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase  [EC:1.2.1.16 1.2.1.79 1.2.1.20] 
K00135,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00350,Tyrosine metabolism [PATH:ko00350],succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase  [EC:1.2.1.16 1.2.1.79 1.2.1.20] 
