KO,L1,level1,L2,level2,L3,pathway,Description
K14339,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],"alpha-1,6-mannosyltransferase  [EC:2.4.1.-] "
K14340,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],mannosyltransferase  [EC:2.4.1.-] 
K14365,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04630,JAK-STAT signaling pathway [PATH:ko04630],four and a half LIM domains protein 1 
K14366,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],6-deoxyerythronolide B hydroxylase  [EC:1.14.15.35] 
K14366,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",6-deoxyerythronolide B hydroxylase  [EC:1.14.15.35] 
K14367,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",erythronolide mycarosyltransferase  [EC:2.4.1.328] 
K14367,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],erythronolide mycarosyltransferase  [EC:2.4.1.328] 
K14368,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",3-alpha-mycarosylerythronolide B desosaminyl transferase  [EC:2.4.1.278] 
K14368,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],3-alpha-mycarosylerythronolide B desosaminyl transferase  [EC:2.4.1.278] 
K14369,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",erythromycin 3''-O-methyltransferase  [EC:2.1.1.254] 
K14370,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",erythromycin 12 hydroxylase  [EC:1.14.13.154] 
K14370,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],erythromycin 12 hydroxylase  [EC:1.14.13.154] 
K14371,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],avermectin polyketide synthase AveA1 
K14371,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",avermectin polyketide synthase AveA1 
K14372,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],cytochrome P450 hydroxylase  [EC:1.14.-.-] 
K14372,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",cytochrome P450 hydroxylase  [EC:1.14.-.-] 
K14373,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],C-5 ketoreductase 
K14373,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",C-5 ketoreductase 
K14374,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",avermectin B 5-O-methyltransferase  [EC:2.1.1.-] 
K14374,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],avermectin B 5-O-methyltransferase  [EC:2.1.1.-] 
K14375,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01052,Type I polyketide structures [PATH:ko01052],dTDP-L-oleandrosyltransferase  [EC:2.4.1.-] 
K14375,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",dTDP-L-oleandrosyltransferase  [EC:2.4.1.-] 
K14376,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],poly(A) polymerase  [EC:2.7.7.19] 
K14379,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],tartrate-resistant acid phosphatase type 5  [EC:3.1.3.2] 
K14379,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00740,Riboflavin metabolism [PATH:ko00740],tartrate-resistant acid phosphatase type 5  [EC:3.1.3.2] 
K14381,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04137,,sequestosome 1 
K14381,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04140,,sequestosome 1 
K14381,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04218,Cellular senescence [PATH:ko04218],sequestosome 1 
K14381,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04217,Necroptosis [PATH:ko04217],sequestosome 1 
K14394,l1_09140,Cellular Processes,l1_09144,Cellular community,map04520,Adherens junction [PATH:ko04520],low molecular weight phosphotyrosine protein phosphatase  [EC:3.1.3.2 3.1.3.48] 
K14394,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00740,Riboflavin metabolism [PATH:ko00740],low molecular weight phosphotyrosine protein phosphatase  [EC:3.1.3.2 3.1.3.48] 
K14394,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00730,Thiamine metabolism [PATH:ko00730],low molecular weight phosphotyrosine protein phosphatase  [EC:3.1.3.2 3.1.3.48] 
K14396,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],polyadenylate-binding protein 2 
K14397,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage and polyadenylation specificity factor subunit 5 
K14398,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage and polyadenylation specificity factor subunit 6/7 
K14399,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],polyribonucleotide 5'-hydroxyl-kinase  [EC:2.7.1.78] 
K14400,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],pre-mRNA cleavage complex 2 protein Pcf11 
K14401,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage and polyadenylation specificity factor subunit 1 
K14402,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage and polyadenylation specificity factor subunit 2 
K14403,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage and polyadenylation specificity factor subunit 3  [EC:3.1.27.-] 
K14404,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage and polyadenylation specificity factor subunit 4 
K14405,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],pre-mRNA 3'-end-processing factor FIP1 
K14406,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage stimulation factor subunit 1 
K14407,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage stimulation factor subunit 2 
K14408,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],cleavage stimulation factor subunit 3 
K14409,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],protein SMG7 
K14410,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00740,Riboflavin metabolism [PATH:ko00740],lysosomal acid phosphatase  [EC:3.1.3.2] 
K14410,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],lysosomal acid phosphatase  [EC:3.1.3.2] 
K14411,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],RNA-binding protein Musashi 
K14412,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],"alpha-1,4-fucosyltransferase  [EC:2.4.1.65] "
K14413,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],"beta-1,3-galactosyltransferase  [EC:2.4.1.-] "
K14416,l1_09120,Genetic Information Processing,l1_09122,Translation,map03015,mRNA surveillance pathway [PATH:ko03015],elongation factor 1 alpha-like protein 
K14417,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00364,Fluorobenzoate degradation [PATH:ko00364],4-chlorobenzoate-CoA ligase  [EC:6.2.1.33] 
K14418,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00364,Fluorobenzoate degradation [PATH:ko00364],4-chlorobenzoyl-CoA dehalogenase  [EC:3.8.1.7] 
K14419,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],alpha-subunit of trans-3-chloroacrylic acid dehalogenase  [EC:3.8.1.-] 
K14420,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],beta-subunit of trans-3-chloroacrylic acid dehalogenase  [EC:3.8.1.-] 
K14421,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],cis-3-chloroacrylic acid dehalogenase  [EC:3.8.1.-] 
K14422,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],malonate semialdehyde decarboxylase  [EC:4.1.1.-] 
K14423,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00100,Steroid biosynthesis [PATH:ko00100],"plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase  [EC:1.14.18.10] "
K14424,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00100,Steroid biosynthesis [PATH:ko00100],plant 4alpha-monomethylsterol monooxygenase  [EC:1.14.18.11] 
K14431,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04075,,transcription factor TGA 
K14432,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04075,,ABA responsive element binding factor 
K14434,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],"alpha 1,6-fucoside beta 1,4-galactosyltransferase  [EC:2.4.1.-] "
K14439,l1_09140,Cellular Processes,l1_09144,Cellular community,map04550,,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1  [EC:5.6.2.-] 
K14442,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],ATP-dependent RNA helicase DHX36  [EC:3.6.4.13] 
K14443,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map03018,RNA degradation [PATH:ko03018],protein Tob/BTG 
K14446,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],crotonyl-CoA carboxylase/reductase  [EC:1.3.1.85] 
K14447,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],ethylmalonyl-CoA mutase  [EC:5.4.99.63] 
K14448,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],(2S)-methylsuccinyl-CoA dehydrogenase  [EC:1.3.8.12] 
K14449,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],2-methylfumaryl-CoA hydratase  [EC:4.2.1.148] 
K14449,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],2-methylfumaryl-CoA hydratase  [EC:4.2.1.148] 
K14449,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660],2-methylfumaryl-CoA hydratase  [EC:4.2.1.148] 
K14451,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],(3S)-malyl-CoA thioesterase  [EC:3.1.2.30] 
K14452,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00561,Glycerolipid metabolism [PATH:ko00561],gastric triacylglycerol lipase  [EC:3.1.1.3] 
K14454,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00350,Tyrosine metabolism [PATH:ko00350],"aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09102,Energy metabolism,map00710,Carbon fixation in photosynthetic organisms [PATH:ko00710],"aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]","aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00360,Phenylalanine metabolism [PATH:ko00360],"aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00330,Arginine and proline metabolism [PATH:ko00330],"aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00270,Cysteine and methionine metabolism [PATH:ko00270],"aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00220,Arginine biosynthesis [PATH:ko00220],"aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00950,Isoquinoline alkaloid biosynthesis [PATH:ko00950],"aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14454,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","aspartate aminotransferase, cytoplasmic  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00350,Tyrosine metabolism [PATH:ko00350],"aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00330,Arginine and proline metabolism [PATH:ko00330],"aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00270,Cysteine and methionine metabolism [PATH:ko00270],"aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00360,Phenylalanine metabolism [PATH:ko00360],"aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]","aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00220,Arginine biosynthesis [PATH:ko00220],"aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]","aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00950,Isoquinoline alkaloid biosynthesis [PATH:ko00950],"aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14455,l1_09100,Metabolism,l1_09102,Energy metabolism,map00710,Carbon fixation in photosynthetic organisms [PATH:ko00710],"aspartate aminotransferase, mitochondrial  [EC:2.6.1.1] "
K14456,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00561,Glycerolipid metabolism [PATH:ko00561],2-acylglycerol O-acyltransferase 3  [EC:2.3.1.20 2.3.1.22] 
K14457,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00561,Glycerolipid metabolism [PATH:ko00561],2-acylglycerol O-acyltransferase 2  [EC:2.3.1.22] 
K14458,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00561,Glycerolipid metabolism [PATH:ko00561],2-acylglycerol O-acyltransferase 1  [EC:2.3.1.22] 
K14459,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00511,Other glycan degradation [PATH:ko00511],hexosaminidase  [EC:3.2.1.52] 
K14459,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],hexosaminidase  [EC:3.2.1.52] 
K14464,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],"alpha-1,3-fucosyltransferase  [EC:2.4.1.-] "
K14465,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],succinate semialdehyde reductase (NADPH)  [EC:1.1.1.-] 
K14466,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],4-hydroxybutyrate---CoA ligase (AMP-forming)  [EC:6.2.1.40] 
K14467,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],4-hydroxybutyrate---CoA ligase (AMP-forming)  [EC:6.2.1.40] 
K14468,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+)  [EC:1.2.1.75 1.1.1.298] 
K14468,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+)  [EC:1.2.1.75 1.1.1.298] 
